"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_experiment","count_experimentalLoop","count_expsequence","count_fixation","count_incorrectFeedback","count_instruction1","count_instruction2","count_instruction3","count_keyboard_response","count_logger","count_memoryset","count_practiceloop","count_probe","datetime","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceloop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instruction2","response_instruction3","response_keyboard_response","response_time","response_time_instruction1","response_time_instruction2","response_time_instruction3","response_time_keyboard_response","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_experiment","time_experimentalLoop","time_expsequence","time_fixation","time_incorrectFeedback","time_instruction1","time_instruction2","time_instruction3","time_keyboard_response","time_logger","time_memoryset","time_practiceloop","time_probe","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"57.1428571429","57.1428571429","1070.42857143","1070.42857143","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","69","69","0","0","69","69","69","0","0","0","69","69","69","0","69","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","57","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 1 5","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","481","2702","1688","NA","481","2","legacy","3","1024","2","48000","-16","experiment","4","even","1","449015","438398","2253","83257","446807","446811","445705","2255","81569","NA","451017","451498","447813","4959","451017","Sternberg Task","40","74930","70","yes","1024"
"57.7464788732","57.7464788732","1068.36619718","1068.36619718","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","70","70","0","0","70","70","70","0","0","0","70","70","70","0","70","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","58","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","1 6 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","924","2702","1688","NA","924","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","454833","451505","2253","83257","452626","452629","445705","2255","81569","NA","456835","457760","453631","4959","456835","Sternberg Task","41","75854","71","yes","1024"
"58.3333333333","58.3333333333","1062.52777778","1062.52777778","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","71","71","0","0","71","71","71","0","0","0","71","71","71","0","71","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","59","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","1 4 3 6 5","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","648","2702","1688","NA","648","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","461068","457767","2253","83257","458860","458864","445705","2255","81569","NA","463070","463718","459866","4959","463070","Sternberg Task","42","76502","72","yes","1024"
"57.5342465753","57.5342465753","1054.47945205","1054.47945205","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","72","72","0","0","72","72","72","0","0","0","72","72","72","0","72","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","60","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","3 5 7 1","Lentiform Loewenfeld","3.3.12","3","y","0","right","left","right","NA","right","475","2702","1688","NA","475","2","legacy","4","1024","2","48000","-16","experiment","4","even","7","467056","463725","2253","83257","464848","464851","445705","2255","81569","NA","469058","469534","465854","4959","469058","Sternberg Task","42","76977","73","yes","1024"
"56.7567567568","56.7567567568","1053.82432432","1053.82432432","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","73","73","0","0","73","73","73","0","0","0","73","73","73","0","73","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","61","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 3 8 2 1 4","Lentiform Loewenfeld","3.3.12","3","y","0","right","left","right","NA","right","1006","2702","1688","NA","1006","2","legacy","6","1024","2","48000","-16","experiment","4","even","8","472869","463725","2253","83257","470661","470664","469541","2255","81569","NA","474872","475880","471667","4959","474871","Sternberg Task","42","77983","74","yes","1024"
"57.3333333333","57.3333333333","1051.66666667","1051.66666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","74","74","0","0","74","74","74","0","0","0","74","74","74","0","74","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","62","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 6 2 4 1","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","right","NA","left","892","2702","1688","NA","892","2","legacy","5","1024","2","48000","-16","experiment","4","even","4","479216","463725","2253","83257","477008","477011","475886","2255","81569","NA","481219","482112","478014","4959","481219","Sternberg Task","43","78875","75","yes","1024"
"57.8947368421","57.8947368421","1045.02631579","1045.02631579","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","75","75","0","0","75","75","75","0","0","0","75","75","75","0","75","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","63","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","8 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","547","2702","1688","NA","547","2","legacy","2","1024","2","48000","-16","experiment","4","even","5","485446","482118","2253","83257","483239","483242","475886","2255","81569","NA","487448","487996","484244","4959","487448","Sternberg Task","44","79422","76","yes","1024"
"58.4415584416","58.4415584416","1037.46753247","1037.46753247","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","76","76","0","0","76","76","76","0","0","0","76","76","76","0","76","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","64","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 3 2 5 8","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","463","2702","1688","NA","463","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","491331","488002","2253","83257","489123","489126","475886","2255","81569","NA","493333","493797","490129","4959","493333","Sternberg Task","45","79885","77","yes","1024"
"57.6923076923","57.6923076923","1049.80769231","1049.80769231","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","77","77","0","0","77","77","77","0","0","0","77","77","77","0","77","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","65","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 7 4 5 8","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","5","1024","2","48000","-16","experiment","4","even","6","497141","493805","2253","83257","494934","494937","475886","2255","81569","NA","499144","501144","495939","4959","499143","Sternberg Task","45","81885","78","yes","1024"
"58.2278481013","58.2278481013","1044.7721519","1044.7721519","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","78","78","0","0","78","78","78","0","0","0","78","78","78","0","78","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","66","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","1 7 5 2 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","652","2702","1688","NA","652","2","legacy","5","1024","2","48000","-16","experiment","4","even","3","504478","493805","2253","83257","502272","502274","501150","2255","81569","NA","506480","507134","503276","4959","506480","Sternberg Task","46","82537","79","yes","1024"
"58.75","58.75","1042.4875","1042.4875","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","79","79","0","0","79","79","79","0","0","0","79","79","79","0","79","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","67","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 6 5 8","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","right","NA","left","862","2702","1688","NA","862","2","legacy","4","1024","2","48000","-16","experiment","4","even","4","510465","507140","2253","83257","508257","508260","501150","2255","81569","NA","512468","513332","509262","4959","512468","Sternberg Task","47","83399","80","yes","1024"
"59.2592592593","59.2592592593","1038.82716049","1038.82716049","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","80","80","0","0","80","80","80","0","0","0","80","80","80","0","80","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","68","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","3 4 9 6 7 8","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","746","2702","1688","NA","746","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","516658","513338","2253","83257","514450","514453","501150","2255","81569","NA","518661","519408","515455","4959","518661","Sternberg Task","48","84145","81","yes","1024"
"58.5365853659","58.5365853659","1032.59756098","1032.59756098","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","81","81","0","0","81","81","81","0","0","0","81","81","81","0","81","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","69","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 5 3 2 8 6","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","right","NA","left","528","2702","1688","NA","528","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","522747","519415","2253","83257","520539","520542","501150","2255","81569","NA","524750","525279","521544","4959","524750","Sternberg Task","48","84673","82","yes","1024"
"59.0361445783","59.0361445783","1029.73493976","1029.73493976","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","82","82","0","0","82","82","82","0","0","0","82","82","82","0","82","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","70","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","6 2 9 3 8 4","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","795","2702","1688","NA","795","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","528617","519415","2253","83257","526410","526412","525287","2255","81569","NA","530619","531415","527415","4959","530619","Sternberg Task","49","85468","83","yes","1024"
"59.5238095238","59.5238095238","1028.82142857","1028.82142857","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","83","83","0","0","83","83","83","0","0","0","83","83","83","0","83","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","71","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","8 1 6","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","right","NA","left","953","2702","1688","NA","953","2","legacy","3","1024","2","48000","-16","experiment","4","even","6","534753","531422","2253","83257","532545","532548","525287","2255","81569","NA","536756","537710","533550","4959","536756","Sternberg Task","50","86421","84","yes","1024"
"58.8235294118","58.8235294118","1040.24705882","1040.24705882","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","84","84","0","0","84","84","84","0","0","0","84","84","84","0","84","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","72","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","6 9 3 1","Lentiform Loewenfeld","3.3.12","4","y","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","4","1024","2","48000","-16","experiment","4","even","1","541043","537718","2253","83257","538835","538838","525287","2255","81569","NA","543046","545047","539841","4959","543045","Sternberg Task","50","88421","85","yes","1024"
"59.3023255814","59.3023255814","1037.46511628","1037.46511628","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","85","85","0","0","85","85","85","0","0","0","85","85","85","0","85","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","73","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 5 3 8 4","Lentiform Loewenfeld","3.3.12","1","y","0","left","left","right","NA","left","801","2702","1688","NA","801","2","legacy","5","1024","2","48000","-16","experiment","4","even","9","548372","537718","2253","83257","546164","546166","545053","2255","81569","NA","550375","551178","547169","4959","550375","Sternberg Task","51","89222","86","yes","1024"
"59.7701149425","59.7701149425","1033.02298851","1033.02298851","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","86","86","0","0","86","86","86","0","0","0","86","86","86","0","86","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","74","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","3 9 7 6 4","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","right","NA","left","651","2702","1688","NA","651","2","legacy","5","1024","2","48000","-16","experiment","4","even","7","554519","551185","2253","83257","552309","552313","545053","2255","81569","NA","556521","557173","553315","4959","556521","Sternberg Task","52","89873","87","yes","1024"
"59.0909090909","59.0909090909","1044.01136364","1044.01136364","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","87","87","0","0","87","87","87","0","0","0","87","87","87","0","87","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","75","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","1","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","1","1024","2","48000","-16","experiment","4","even","7","560498","557180","2253","83257","558288","558293","545053","2255","81569","NA","562501","564501","559296","4959","562500","Sternberg Task","52","91873","88","yes","1024"
"59.5505617978","59.5505617978","1039.29213483","1039.29213483","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","88","88","0","0","88","88","88","0","0","0","88","88","88","0","88","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","76","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","3 9 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","624","2702","1688","NA","624","2","legacy","3","1024","2","48000","-16","experiment","4","even","7","567837","557180","2253","83257","565630","565633","564508","2255","81569","NA","569840","570466","566635","4959","569839","Sternberg Task","53","92497","89","yes","1024"
"60","60","1033.76666667","1033.76666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","89","89","0","0","89","89","89","0","0","0","89","89","89","0","89","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","77","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 4 2 8 1 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","542","2702","1688","NA","542","2","legacy","6","1024","2","48000","-16","experiment","4","even","5","573802","570472","2253","83257","571594","571597","564508","2255","81569","NA","575805","576349","572600","4959","575805","Sternberg Task","54","93039","90","yes","1024"
"60.4395604396","60.4395604396","1027.84615385","1027.84615385","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","90","90","0","0","90","90","90","0","0","0","90","90","90","0","90","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","78","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 5 8 1","Lentiform Loewenfeld","3.3.12","2","y","0","left","left","right","NA","left","495","2702","1688","NA","495","2","legacy","4","1024","2","48000","-16","experiment","4","even","5","579685","576356","2253","83257","577477","577480","564508","2255","81569","NA","581687","582184","578482","4959","581687","Sternberg Task","55","93534","91","yes","1024"
"60.8695652174","60.8695652174","1026.33695652","1026.33695652","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","91","91","0","0","91","91","91","0","0","0","91","91","91","0","91","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","79","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","3 4 9 6 2 9","Lentiform Loewenfeld","3.3.12","5","y","0","left","left","right","NA","left","889","2702","1688","NA","889","2","legacy","6","1024","2","48000","-16","experiment","4","even","2","585523","582191","2253","83257","583315","583318","564508","2255","81569","NA","587526","588417","584321","4959","587525","Sternberg Task","56","94423","92","yes","1024"
"61.2903225806","61.2903225806","1023.3655914","1023.3655914","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","92","92","0","0","92","92","92","0","0","0","92","92","92","0","92","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","80","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 2 3","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","right","NA","left","750","2702","1688","NA","750","2","legacy","3","1024","2","48000","-16","experiment","4","even","3","591753","588423","2253","83257","589546","589549","564508","2255","81569","NA","593756","594508","590551","4959","593756","Sternberg Task","57","95173","93","yes","1024"
"61.7021276596","61.7021276596","1026.30851064","1026.30851064","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","93","93","0","0","93","93","93","0","0","0","93","93","93","0","93","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","81","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","8 9 5 7 1 6","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","right","NA","left","1300","2702","1688","NA","1300","2","legacy","6","1024","2","48000","-16","experiment","4","even","7","597833","594515","2253","83257","595626","595628","564508","2255","81569","NA","599835","601136","596631","4959","599835","Sternberg Task","58","96473","94","yes","1024"
"62.1052631579","62.1052631579","1021.75789474","1021.75789474","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","94","94","0","0","94","94","94","0","0","0","94","94","94","0","94","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","82","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","2 6 4 3 9","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","594","2702","1688","NA","594","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","604476","601144","2253","83257","602267","602271","564508","2255","81569","NA","606479","607075","603274","4959","606479","Sternberg Task","59","97067","95","yes","1024"
"62.5","62.5","1022.14583333","1022.14583333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","95","95","0","0","95","95","95","0","0","0","95","95","95","0","95","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","83","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 8 4 6 9 5","Lentiform Loewenfeld","3.3.12","4","y","0","left","left","right","NA","left","1059","2702","1688","NA","1059","2","legacy","6","1024","2","48000","-16","experiment","4","even","6","610404","607082","2253","83257","608197","608200","564508","2255","81569","NA","612407","613469","609202","4959","612407","Sternberg Task","60","98126","96","yes","1024"
"62.8865979381","62.8865979381","1019.03092784","1019.03092784","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","96","96","0","0","96","96","96","0","0","0","96","96","96","0","96","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","84","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","2 3 8 5 6 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","720","2702","1688","NA","720","2","legacy","6","1024","2","48000","-16","experiment","4","even","1","616808","613477","2253","83257","614600","614603","564508","2255","81569","NA","618811","619532","615606","4959","618810","Sternberg Task","61","98846","97","yes","1024"
"63.2653061224","63.2653061224","1014.03061224","1014.03061224","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","97","97","0","0","97","97","97","0","0","0","97","97","97","0","97","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","85","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","6 7 8 5","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","right","NA","left","529","2702","1688","NA","529","2","legacy","4","1024","2","48000","-16","experiment","4","even","8","622873","619539","2253","83257","620664","620668","564508","2255","81569","NA","624876","625407","621670","4959","624876","Sternberg Task","62","99375","98","yes","1024"
"63.6363636364","63.6363636364","1011.85858586","1011.85858586","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","98","98","0","0","98","98","98","0","0","0","98","98","98","0","98","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","86","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 1 8 7 5","Lentiform Loewenfeld","3.3.12","3","y","0","left","left","right","NA","left","799","2702","1688","NA","799","2","legacy","5","1024","2","48000","-16","experiment","4","even","8","628706","625413","2253","83257","626499","626502","564508","2255","81569","NA","630708","631507","627504","4959","630708","Sternberg Task","63","100174","99","yes","1024"
"64","64","1010.24","1010.24","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","99","99","0","0","99","99","99","0","0","0","99","99","99","0","99","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","87","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","4 1","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","850","2702","1688","NA","850","2","legacy","2","1024","2","48000","-16","experiment","4","even","6","634843","631514","2253","83257","632636","632639","564508","2255","81569","NA","636845","637695","633641","4959","636845","Sternberg Task","64","101024","100","yes","1024"
"64.3564356436","64.3564356436","1007.55445545","1007.55445545","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","100","100","0","0","100","100","100","0","0","0","100","100","100","0","100","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","88","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","8 6 3 4 7","Lentiform Loewenfeld","3.3.12","0","n","0","right","left","right","NA","right","739","2702","1688","NA","739","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","641014","637703","2253","83257","638807","638810","564508","2255","81569","NA","643017","643757","639812","4959","643017","Sternberg Task","65","101763","101","yes","1024"
"63.7254901961","63.7254901961","1008.1372549","1008.1372549","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","101","101","0","0","101","101","101","0","0","0","101","101","101","0","101","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","89","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","7 8 6 3 1","Lentiform Loewenfeld","3.3.12","5","y","0","right","left","right","NA","right","1067","2702","1688","NA","1067","2","legacy","5","1024","2","48000","-16","experiment","4","even","1","647095","643763","2253","83257","644885","644890","564508","2255","81569","NA","649098","650166","645892","4959","649098","Sternberg Task","65","102830","102","yes","1024"
"63.1067961165","63.1067961165","1017.76699029","1017.76699029","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","102","102","0","0","102","102","102","0","0","0","102","102","102","0","102","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","90","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","5 9 2 3","Lentiform Loewenfeld","3.3.12","0","n","0","None","left","right","NA","None","2000","2702","1688","NA","2000","2","legacy","4","1024","2","48000","-16","experiment","4","even","8","653500","643763","2253","83257","651292","651296","650173","2255","81569","NA","655503","657504","652298","4959","655502","Sternberg Task","65","104830","103","yes","1024"
"62.5","62.5","1019.97115385","1019.97115385","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","103","103","0","0","103","103","103","0","0","0","103","103","103","0","103","10/23/22 20:15:33","The main experiment item","yes","SternbergTask.osexp","C:/Users/casme/OneDrive/Desktop/Fall 2022","no","mono","no","18","no","white","no","yes","768","legacy","91","11","C:/Users/casme/OneDrive/Desktop/Fall 2022/IC-subjectx-4.csv","legacy","9 8 2 7 4","Lentiform Loewenfeld","3.3.12","0","n","0","left","left","right","NA","left","1247","2702","1688","NA","1247","2","legacy","5","1024","2","48000","-16","experiment","4","even","5","660842","643763","2253","83257","658635","658637","657512","2255","81569","NA","662844","664092","659640","4959","662844","Sternberg Task","65","106077","104","yes","1024"
