"acc","accuracy","average_response_time","avg_rt","background","canvas_backend","clock_backend","color_backend","condition","correct","correct_instructions1_sketchpad","correct_keyboard_response","correct_response","count_Block1","count_Block2","count_Block3","count_Finish_sketchpad","count_ISI_sketchpad","count_Sequence","count_errorFeedback_sketchpad","count_experiment","count_faster_sketchpad","count_fixation_sketchpad","count_instructions1_sketchpad","count_keyboard_response","count_logger","count_new_1_sketchpad","count_new_sketchpad","count_stimulus_sketchpad","datetime","deadline","description","disable_garbage_collection","experiment_file","experiment_path","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_Block1","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","response","response_Finish_sketchpad","response_instructions1_sketchpad","response_keyboard_response","response_new_1_sketchpad","response_new_sketchpad","response_time","response_time_Finish_sketchpad","response_time_instructions1_sketchpad","response_time_keyboard_response","response_time_new_1_sketchpad","response_time_new_sketchpad","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","stimulus","subject_nr","subject_parity","time_Block1","time_Block2","time_Block3","time_Finish_sketchpad","time_ISI_sketchpad","time_Sequence","time_errorFeedback_sketchpad","time_experiment","time_faster_sketchpad","time_fixation_sketchpad","time_instructions1_sketchpad","time_keyboard_response","time_logger","time_new_1_sketchpad","time_new_sketchpad","time_stimulus_sketchpad","title","total_correct","total_response_time","total_responses","width"
"93","93","497","497","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","124","124","124","0","124","124","0","124","124","0","0","124","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","44","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","541.0","NA","39738","541","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","274516","275544","267472","1670","204298","275545","1672","275646","276188","NA","178790","275645","Flanker task","117","62149.0","125","1024"
"93","93","497","497","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","125","125","125","0","125","125","0","125","125","0","0","125","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","45","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","502.0","NA","39738","502","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","276192","277217","267472","1670","204298","277218","1672","277318","277820","NA","178790","277318","Flanker task","118","62651.0","126","1024"
"93","93","496","496","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","126","126","126","0","126","126","0","126","126","0","0","126","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","46","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","442.0","NA","39738","442","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","277848","278874","267472","1670","204298","278875","1672","278975","279418","NA","178790","278975","Flanker task","119","63093.0","127","1024"
"93","93","495","495","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","127","127","127","0","127","127","0","127","127","0","0","127","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","47","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","391.0","NA","39738","391","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","279462","280485","267472","1670","204298","280486","1672","280587","280979","NA","178790","280586","Flanker task","120","63484.0","128","1024"
"93","93","496","496","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","128","128","128","0","128","128","0","128","128","0","0","128","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","48","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","507.0","NA","39738","507","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","281026","282050","267472","1670","204298","282051","1672","282152","282660","NA","178790","282151","Flanker task","121","63991.0","129","1024"
"93","93","498","498","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","129","129","129","0","129","129","0","129","129","0","0","129","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","49","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","771.0","NA","39738","771","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","282699","283723","267472","1670","204298","283724","1672","283824","284596","NA","178790","283824","Flanker task","122","64762.0","130","1024"
"93","93","498","498","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","130","130","130","0","130","130","0","130","130","0","0","130","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","50","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","550.0","NA","39738","550","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","285136","286161","267472","1670","284636","286162","1672","286262","286813","NA","178790","286262","Flanker task","123","65312.0","131","1024"
"93","93","498","498","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","131","131","131","0","131","131","0","131","131","0","0","131","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","51","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","546.0","NA","39738","546","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","286845","287869","267472","1670","284636","287870","1672","287971","288518","NA","178790","287970","Flanker task","124","65858.0","132","1024"
"93","93","498","498","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","132","132","132","0","132","132","0","132","132","0","0","132","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","52","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","390.0","NA","39738","390","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","288550","289574","267472","1670","284636","289575","1672","289676","290067","NA","178790","289676","Flanker task","125","66248.0","133","1024"
"94","94","497","497","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","133","133","133","0","133","133","0","133","133","0","0","133","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","53","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","483.0","NA","39738","483","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","290072","291103","267472","1670","284636","291104","1672","291204","291689","NA","178790","291204","Flanker task","126","66731.0","134","1024"
"94","94","497","497","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","134","134","134","0","134","134","0","134","134","0","0","134","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","54","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","434.0","NA","39738","434","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","291718","292741","267472","1670","284636","292742","1672","292842","293277","NA","178790","292842","Flanker task","127","67165.0","135","1024"
"94","94","497","497","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","135","135","135","0","135","135","0","135","135","0","0","135","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","55","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","447.0","NA","39738","447","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","293303","294327","267472","1670","284636","294329","1672","294429","294877","NA","178790","294429","Flanker task","128","67612.0","136","1024"
"94","94","497","497","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","136","136","136","0","136","136","0","136","136","0","0","136","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","56","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","486.0","NA","39738","486","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","294910","295936","267472","1670","284636","295937","1672","296037","296523","NA","178790","296037","Flanker task","129","68098.0","137","1024"
"94","94","496","496","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","137","137","137","0","137","137","0","137","137","0","0","137","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","57","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","371.0","NA","39738","371","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","296561","297585","267472","1670","284636","297586","1672","297687","298059","NA","178790","297686","Flanker task","130","68469.0","138","1024"
"94","94","495","495","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","138","138","138","0","138","138","0","138","138","0","0","138","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","58","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","474.0","NA","39738","474","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","298063","299086","267472","1670","284636","299087","1672","299187","299662","NA","178790","299187","Flanker task","131","68943.0","139","1024"
"94","94","495","495","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","139","139","139","0","139","139","0","139","139","0","0","139","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","59","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","482.0","NA","39738","482","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","299710","300733","267472","1670","284636","300734","1672","300834","301317","NA","178790","300834","Flanker task","132","69425.0","140","1024"
"94","94","494","494","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","140","140","140","0","140","140","0","140","140","0","0","140","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","60","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","369.0","NA","39738","369","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","301368","302391","267472","1670","284636","302392","1672","302493","302863","NA","178790","302492","Flanker task","133","69794.0","141","1024"
"94","94","494","494","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","s","0","0","0","0","141","141","141","0","141","141","0","141","141","0","0","141","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","61","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","474.0","NA","39738","474","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHSHH","2","even","41410","203533","NA","NA","302867","303890","267472","1670","284636","303891","1672","303992","304467","NA","178790","303991","Flanker task","134","70268.0","142","1024"
"94","94","495","495","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","142","142","142","0","142","142","0","142","142","0","0","142","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","62","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","587.0","NA","39738","587","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","304474","305504","267472","1670","284636","305505","1672","305605","306193","NA","178790","305605","Flanker task","135","70855.0","143","1024"
"94","94","494","494","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","143","143","143","0","143","143","0","143","143","0","0","143","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","63","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","420.0","NA","39738","420","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","306197","307220","267472","1670","284636","307221","1672","307322","307743","NA","178790","307321","Flanker task","136","71275.0","144","1024"
"94","94","494","494","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","144","144","144","0","144","144","0","144","144","0","0","144","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","64","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","389.0","NA","39738","389","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","307792","308816","267472","1670","284636","308817","1672","308917","309307","NA","178790","308917","Flanker task","137","71664.0","145","1024"
"94","94","493","493","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","145","145","145","0","145","145","0","145","145","0","0","145","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","65","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","408.0","NA","39738","408","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","309311","310335","267472","1670","284636","310336","1672","310437","310846","NA","178790","310437","Flanker task","138","72072.0","146","1024"
"94","94","492","492","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","146","146","146","0","146","146","0","146","146","0","0","146","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","66","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","386.0","NA","39738","386","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","310889","311913","267472","1670","284636","311914","1672","312015","312402","NA","178790","312014","Flanker task","139","72458.0","147","1024"
"94","94","492","492","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","147","147","147","0","147","147","0","147","147","0","0","147","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","67","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","473.0","NA","39738","473","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","312426","313451","267472","1670","284636","313452","1672","313552","314026","NA","178790","313552","Flanker task","140","72931.0","148","1024"
"94","94","491","491","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","h","0","0","0","0","148","148","148","0","148","148","0","148","148","0","0","148","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","68","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","365.0","NA","39738","365","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","314070","315097","267472","1670","284636","315098","1672","315199","315565","NA","178790","315199","Flanker task","141","73296.0","149","1024"
"94","94","491","491","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","149","149","149","0","149","149","0","149","149","0","0","149","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","69","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","480.0","NA","39738","480","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","315607","316631","267472","1670","284636","316632","1672","316732","317213","NA","178790","316732","Flanker task","142","73776.0","150","1024"
"94","94","490","490","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","150","150","150","0","150","150","0","150","150","0","0","150","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","70","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","323.0","NA","39738","323","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","317257","318281","267472","1670","284636","318282","1672","318383","318707","NA","178790","318382","Flanker task","143","74099.0","151","1024"
"94","94","489","489","#3d3846","legacy","legacy","legacy","incongruent","0","undefined","0","h","0","0","0","0","151","151","151","0","151","151","0","151","151","0","0","151","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","71","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","379.0","NA","39738","379","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","318754","319782","267472","1670","284636","319783","1672","319884","320264","NA","178790","319883","Flanker task","143","74478.0","152","1024"
"94","94","490","490","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","152","152","152","0","152","152","0","152","152","0","0","152","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","72","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","524.0","NA","39738","524","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","320803","321826","320303","1670","284636","321827","1672","321927","322452","NA","178790","321927","Flanker task","144","75002.0","153","1024"
"94","94","489","489","#3d3846","legacy","legacy","legacy","incongruent","1","undefined","1","h","0","0","0","0","153","153","153","0","153","153","0","153","153","0","0","153","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","73","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","h","NA","h","h","NA","h","304.0","NA","39738","304","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSHSS","2","even","41410","203533","NA","NA","322470","323493","320303","1670","284636","323494","1672","323595","323900","NA","178790","323594","Flanker task","145","75306.0","154","1024"
"93","93","487","487","#3d3846","legacy","legacy","legacy","congruent","0","undefined","0","h","0","0","0","0","154","154","154","0","154","154","0","154","154","0","0","154","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","74","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","291.0","NA","39738","291","NA","24743","2","legacy","1024","2","48000","-16","experiment","HHHHH","2","even","41410","203533","NA","NA","323904","324928","320303","1670","284636","324929","1672","325030","325322","NA","178790","325029","Flanker task","145","75597.0","155","1024"
"93","93","487","487","#3d3846","legacy","legacy","legacy","congruent","1","undefined","1","s","0","0","0","0","155","155","155","0","155","155","0","155","155","0","0","155","Tue Sep  5 19:10:39 2023","600","The main experiment item","True","Flankertask.osexp","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design","False","mono","False","18","no","white","no","yes","768","legacy","75","79","C:/Users/juzal/OneDrive/Documents/Masters of Equine Science/Advanced Quantitative Methods and Experiment Design/CH-subject-2.csv","legacy","Melodramatic Milgram","4.0.5","0","s","NA","h","s","NA","h","426.0","NA","39738","426","NA","24743","2","legacy","1024","2","48000","-16","experiment","SSSSS","2","even","41410","203533","NA","NA","325826","326849","325326","1670","284636","326850","1672","326951","327378","NA","178790","326950","Flanker task","146","76023.0","156","1024"
