"acc","accuracy","average_response_time","avg_rt","background","block","canvas_backend","clock_backend","color_backend","compensation","coordinates","correct","correct_instruction1","correct_keyboard_response","correct_response","count_ISI","count_correctFeedback","count_expSequence","count_experiment","count_experimentLoop","count_fixation","count_incorrectFeedback","count_instruction1","count_instructions2","count_keyboard_response","count_memorySet","count_new_logger","count_practiceLoop","count_probe","count_thankYou","datetime","description","disable_garbage_collection","experiment_file","experiment_path","expyriment_opengl","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","fullscreen","height","keyboard_backend","live_row","live_row_practiceLoop","logfile","mouse_backend","numberSet","opensesame_codename","opensesame_version","posInSet","present","repeat_cycle","response","response_instruction1","response_instructions2","response_keyboard_response","response_thankYou","response_time","response_time_instruction1","response_time_instructions2","response_time_keyboard_response","response_time_thankYou","round_decimals","sampler_backend","setSize","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","target","time_ISI","time_correctFeedback","time_expSequence","time_experiment","time_experimentLoop","time_fixation","time_incorrectFeedback","time_instruction1","time_instructions2","time_keyboard_response","time_memorySet","time_new_logger","time_practiceLoop","time_probe","time_thankYou","title","total_correct","total_response_time","total_responses","uniform_coordinates","width"
"93.9393939394","93.9393939394","608.606060606","608.606060606","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","65","65","65","0","0","65","65","0","0","65","65","65","0","65","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","53","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","6 3 1 7 9 8","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","774","15800","4698","774","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","4","409511","406217","407303","1938","94774","407305","205226","1948","90075","411512","408308","412287","17749","411512","NA","Sternberg task","62","40168","66","yes","1024"
"94.0298507463","94.0298507463","605.611940299","605.611940299","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","66","66","66","0","0","66","66","0","0","66","66","66","0","66","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","54","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 1 6","Kafkaesque Koffka","3.2.8","3","y","0","left","right","left","left","NA","408","15800","4698","408","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","6","415591","412295","413383","1938","94774","413385","205226","1948","90075","417594","414388","418003","17749","417594","NA","Sternberg task","63","40576","67","yes","1024"
"94.1176470588","94.1176470588","611.691176471","611.691176471","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","67","67","67","0","0","67","67","0","0","67","67","67","0","67","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","55","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 5 4 8 7","Kafkaesque Koffka","3.2.8","3","y","0","left","right","left","left","NA","1019","15800","4698","1019","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","421299","418007","419091","1938","94774","419093","205226","1948","90075","423300","420096","424320","17749","423300","NA","Sternberg task","64","41595","68","yes","1024"
"92.7536231884","92.7536231884","613.68115942","613.68115942","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","68","68","68","0","0","68","68","0","0","68","68","68","0","68","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","56","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 6 4 3 9 7","Kafkaesque Koffka","3.2.8","0","n","0","left","right","left","left","NA","749","15800","4698","749","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","427622","424330","425416","1938","94774","425418","205226","1948","90075","429625","426419","430375","17749","429625","NA","Sternberg task","64","42344","69","yes","1024"
"92.8571428571","92.8571428571","615.871428571","615.871428571","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","69","69","69","0","0","69","69","0","0","69","69","69","0","69","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","57","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5 7 3","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","767","15800","4698","767","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","433674","424330","431466","1938","94774","431468","430382","1948","90075","435675","432471","436444","17749","435675","NA","Sternberg task","65","43111","70","yes","1024"
"92.9577464789","92.9577464789","619.14084507","619.14084507","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","70","70","70","0","0","70","70","0","0","70","70","70","0","70","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","58","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 7 5 2","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","848","15800","4698","848","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","439755","436452","437548","1938","94774","437549","430382","1948","90075","441758","438552","442607","17749","441758","NA","Sternberg task","66","43959","71","yes","1024"
"93.0555555556","93.0555555556","620.958333333","620.958333333","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","71","71","71","0","0","71","71","0","0","71","71","71","0","71","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","59","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5 9 2 3","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","750","15800","4698","750","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","8","445917","442614","443709","1938","94774","443711","430382","1948","90075","447918","444714","448669","17749","447918","NA","Sternberg task","67","44709","72","yes","1024"
"93.1506849315","93.1506849315","624.123287671","624.123287671","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","72","72","72","0","0","72","72","0","0","72","72","72","0","72","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","60","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 4 3 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","852","15800","4698","852","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","5","451970","448677","449762","1938","94774","449764","430382","1948","90075","453971","450767","454824","17749","453971","NA","Sternberg task","68","45561","73","yes","1024"
"93.2432432432","93.2432432432","624.702702703","624.702702703","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","73","73","73","0","0","73","73","0","0","73","73","73","0","73","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","61","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 6 2 4 1","Kafkaesque Koffka","3.2.8","4","y","0","left","right","left","left","NA","667","15800","4698","667","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","458123","454828","455916","1938","94774","455917","430382","1948","90075","460124","456920","460792","17749","460124","NA","Sternberg task","69","46228","74","yes","1024"
"93.3333333333","93.3333333333","625.64","625.64","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","74","74","74","0","0","74","74","0","0","74","74","74","0","74","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","62","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 5 7 3 6","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","695","15800","4698","695","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","9","464092","460800","461884","1938","94774","461886","430382","1948","90075","466094","462889","466791","17749","466094","NA","Sternberg task","70","46923","75","yes","1024"
"93.4210526316","93.4210526316","625.5","625.5","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","75","75","75","0","0","75","75","0","0","75","75","75","0","75","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","63","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 7 5","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","615","15800","4698","615","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","8","470090","466799","467883","1938","94774","467884","430382","1948","90075","472093","468887","472709","17749","472093","NA","Sternberg task","71","47538","76","yes","1024"
"92.2077922078","92.2077922078","627.012987013","627.012987013","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","76","76","76","0","0","76","76","0","0","76","76","76","0","76","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","64","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5 2 9 6 1 7","Kafkaesque Koffka","3.2.8","3","y","0","right","right","left","right","NA","742","15800","4698","742","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","476016","472717","473809","1938","94774","473810","430382","1948","90075","478019","474813","478762","17749","478018","NA","Sternberg task","71","48280","77","yes","1024"
"92.3076923077","92.3076923077","626.794871795","626.794871795","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","77","77","77","0","0","77","77","0","0","77","77","77","0","77","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","65","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","3 9 1","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","610","15800","4698","610","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","482062","472717","479854","1938","94774","479856","478770","1948","90075","484064","480859","484676","17749","484064","NA","Sternberg task","72","48890","78","yes","1024"
"92.4050632911","92.4050632911","625.35443038","625.35443038","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","78","78","78","0","0","78","78","0","0","78","78","78","0","78","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","66","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","513","15800","4698","513","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","487974","484683","485767","1938","94774","485768","478770","1948","90075","489975","486771","490489","17749","489975","NA","Sternberg task","73","49403","79","yes","1024"
"92.5","92.5","625.2625","625.2625","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","79","79","79","0","0","79","79","0","0","79","79","79","0","79","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","67","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","4 2 7 6 1 3","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","618","15800","4698","618","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","8","493790","490496","491582","1938","94774","491584","478770","1948","90075","495793","492587","496412","17749","495792","NA","Sternberg task","74","50021","80","yes","1024"
"92.5925925926","92.5925925926","625.962962963","625.962962963","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","80","80","80","0","0","80","80","0","0","80","80","80","0","80","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","68","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5 2 6","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","682","15800","4698","682","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","2","499714","496420","497507","1938","94774","497508","478770","1948","90075","501717","498511","502401","17749","501717","NA","Sternberg task","75","50703","81","yes","1024"
"92.6829268293","92.6829268293","625.256097561","625.256097561","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","81","81","81","0","0","81","81","0","0","81","81","81","0","81","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","69","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","3 9 8 1 6 4","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","568","15800","4698","568","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","7","505703","502410","503495","1938","94774","503497","478770","1948","90075","507705","504500","508274","17749","507704","NA","Sternberg task","76","51271","82","yes","1024"
"92.7710843373","92.7710843373","623.951807229","623.951807229","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","82","82","82","0","0","82","82","0","0","82","82","82","0","82","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","70","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 3 2 6 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","517","15800","4698","517","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","5","511581","508283","509374","1938","94774","509375","478770","1948","90075","513584","510378","514102","17749","513584","NA","Sternberg task","77","51788","83","yes","1024"
"91.6666666667","91.6666666667","621.19047619","621.19047619","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","83","83","83","0","0","83","83","0","0","83","83","83","0","83","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","71","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 6 4 3 9","Kafkaesque Koffka","3.2.8","0","n","0","left","right","left","left","NA","392","15800","4698","392","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","1","517400","514106","515194","1938","94774","515196","478770","1948","90075","519403","516199","519797","17749","519402","NA","Sternberg task","77","52180","84","yes","1024"
"90.5882352941","90.5882352941","620.411764706","620.411764706","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","84","84","84","0","0","84","84","0","0","84","84","84","0","84","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","72","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5 7 3 6 2","Kafkaesque Koffka","3.2.8","5","y","0","right","right","left","right","NA","555","15800","4698","555","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","2","523101","514106","520893","1938","94774","520895","519806","1948","90075","525103","521898","525660","17749","525103","NA","Sternberg task","77","52735","85","yes","1024"
"90.6976744186","90.6976744186","619.337209302","619.337209302","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","85","85","85","0","0","85","85","0","0","85","85","85","0","85","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","73","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","528","15800","4698","528","NA","2","legacy","1","1024","2","48000","-16","experiment","1","odd","7","528967","514106","526759","1938","94774","526760","525669","1948","90075","530969","527764","531499","17749","530969","NA","Sternberg task","78","53263","86","yes","1024"
"90.8045977011","90.8045977011","619.195402299","619.195402299","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","86","86","86","0","0","86","86","0","0","86","86","86","0","86","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","74","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 1 7 2","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","607","15800","4698","607","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","1","534801","531503","532593","1938","94774","532595","525669","1948","90075","536803","533598","537411","17749","536803","NA","Sternberg task","79","53870","87","yes","1024"
"90.9090909091","90.9090909091","618.340909091","618.340909091","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","87","87","87","0","0","87","87","0","0","87","87","87","0","87","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","75","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","9 4 2","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","544","15800","4698","544","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","9","540712","537420","538504","1938","94774","538506","525669","1948","90075","542714","539509","543260","17749","542714","NA","Sternberg task","80","54414","88","yes","1024"
"89.8876404494","89.8876404494","618.258426966","618.258426966","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","right","88","88","88","0","0","88","88","0","0","88","88","88","0","88","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","76","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","5 3 8 7 2 4","Kafkaesque Koffka","3.2.8","0","n","0","left","right","left","left","NA","611","15800","4698","611","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","9","546565","543268","544357","1938","94774","544359","525669","1948","90075","548566","545362","549178","17749","548566","NA","Sternberg task","80","55025","89","yes","1024"
"88.8888888889","88.8888888889","618.577777778","618.577777778","black","experiment","legacy","legacy","legacy","0","uniform","0","undefined","0","left","89","89","89","0","0","89","89","0","0","89","89","89","0","89","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","77","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","3 4 9 6 2 9","Kafkaesque Koffka","3.2.8","5","y","0","right","right","left","right","NA","647","15800","4698","647","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","2","552479","543268","550271","1938","94774","550273","549182","1948","90075","554482","551276","555131","17749","554482","NA","Sternberg task","80","55672","90","yes","1024"
"89.010989011","89.010989011","618.054945055","618.054945055","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","90","90","90","0","0","90","90","0","0","90","90","90","0","90","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","78","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 6 4","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","571","15800","4698","571","NA","2","legacy","3","1024","2","48000","-16","experiment","1","odd","7","558448","543268","556241","1938","94774","556242","555139","1948","90075","560451","557245","561023","17749","560451","NA","Sternberg task","81","56243","91","yes","1024"
"89.1304347826","89.1304347826","617.336956522","617.336956522","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","91","91","91","0","0","91","91","0","0","91","91","91","0","91","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","79","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","3 5 4 7","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","552","15800","4698","552","NA","2","legacy","4","1024","2","48000","-16","experiment","1","odd","3","564326","561031","562118","1938","94774","562120","555139","1948","90075","566327","563123","566880","17749","566327","NA","Sternberg task","82","56795","92","yes","1024"
"89.247311828","89.247311828","615.35483871","615.35483871","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","92","92","92","0","0","92","92","0","0","92","92","92","0","92","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","80","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","433","15800","4698","433","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","5","570181","566888","567973","1938","94774","567975","555139","1948","90075","572184","568977","572619","17749","572184","NA","Sternberg task","83","57228","93","yes","1024"
"89.3617021277","89.3617021277","614.893617021","614.893617021","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","93","93","93","0","0","93","93","0","0","93","93","93","0","93","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","81","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","7 9","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","572","15800","4698","572","NA","2","legacy","2","1024","2","48000","-16","experiment","1","odd","1","575925","572628","573717","1938","94774","573719","555139","1948","90075","577928","574722","578501","17749","577928","NA","Sternberg task","84","57800","94","yes","1024"
"89.4736842105","89.4736842105","615.136842105","615.136842105","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","94","94","94","0","0","94","94","0","0","94","94","94","0","94","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","82","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 6 1 7 4","Kafkaesque Koffka","3.2.8","2","y","0","left","right","left","left","NA","638","15800","4698","638","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","6","581797","578505","579589","1938","94774","579591","555139","1948","90075","583799","580594","584439","17749","583798","NA","Sternberg task","85","58438","95","yes","1024"
"89.5833333333","89.5833333333","617.291666667","617.291666667","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","95","95","95","0","0","95","95","0","0","95","95","95","0","95","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","83","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","2 8 7 9 5 3","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","822","15800","4698","822","NA","2","legacy","6","1024","2","48000","-16","experiment","1","odd","6","587741","584448","585533","1938","94774","585535","555139","1948","90075","589742","586538","590565","17749","589742","NA","Sternberg task","86","59260","96","yes","1024"
"89.6907216495","89.6907216495","616.06185567","616.06185567","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","left","96","96","96","0","0","96","96","0","0","96","96","96","0","96","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","84","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","8 9 5 6 7","Kafkaesque Koffka","3.2.8","1","y","0","left","right","left","left","NA","498","15800","4698","498","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","8","593866","590573","591659","1938","94774","591661","555139","1948","90075","595869","592663","596369","17749","595869","NA","Sternberg task","87","59758","97","yes","1024"
"89.7959183673","89.7959183673","616.43877551","616.43877551","black","experiment","legacy","legacy","legacy","0","uniform","1","undefined","1","right","97","97","97","0","0","97","97","0","0","97","97","97","0","97","0","10/17/21 11:53:32","The main experiment item","yes","Sternbergtask.osexp","C:\Users\Brian\Desktop\College - Graduate\Graduate Work\Advanced Quant","yes","no","mono","no","18","no","white","no","yes","768","legacy","85","11","C:/Users/Brian/Desktop/College - Graduate/Graduate Work/Advanced Quant/Lab 3/subject-1.csv","legacy","1 5 3 2 8","Kafkaesque Koffka","3.2.8","0","n","0","right","right","left","right","NA","653","15800","4698","653","NA","2","legacy","5","1024","2","48000","-16","experiment","1","odd","4","599665","596373","597458","1938","94774","597459","555139","1948","90075","601666","598462","602321","17749","601666","NA","Sternberg task","88","60411","98","yes","1024"
